Faction,Unit,Tier,Models,BSData_pts,MFM_pts,Difference,Status,Row_type,Wargear_note
Necrons,Transcendent C'Tan,1st-2nd,1,325,340,15,increased,unit,
Necrons,Transcendent C'Tan,3rd+,1,345,360,15,increased,unit,
Necrons,Trazyn The Infinite,standard,1,75,65,-10,decreased,unit,
Necrons,Triarch Praetorians,standard,5,90,80,-10,decreased,unit,
Necrons,Triarch Praetorians,standard,10,180,160,-20,decreased,unit,
Necrons,Triarch Stalker,1st-2nd,1,110,110,0,unchanged,unit,
Necrons,Triarch Stalker,3rd+,1,120,120,0,unchanged,unit,
Orks,Bannernob,standard,1,,50,,unmatched,unit,
Orks,Battlewagon,standard,1,160,145,-15,decreased,unit,
Orks,Battlewagon with ard case,,,,15,,,wargear,per ard case
Orks,Beast Snagga Boyz,standard,10,95,90,-5,decreased,unit,
Orks,Beast Snagga Boyz,standard,20,190,170,-20,decreased,unit,
Orks,Beastboss,standard,1,80,80,0,unchanged,unit,
Orks,Beastboss On Squigosaur,standard,1,110,95,-15,decreased,unit,
Orks,Big Mek,standard,1,70,70,0,unchanged,unit,
Orks,Big Mek Dakkarig,1st-2nd,1,,100,,unmatched,unit,
Orks,Big Mek Dakkarig,3rd+,1,,110,,unmatched,unit,
Orks,Big Mek In Mega Armour,standard,1,90,80,-10,decreased,unit,
Orks,Big Mek With Shokk Attack Gun,1st-2nd,1,80,70,-10,decreased,unit,
Orks,Big Mek With Shokk Attack Gun,3rd+,1,90,80,-10,decreased,unit,
Orks,Big'Ed Bossbunka,standard,1,135,135,0,unchanged,unit,
Orks,Bigboss,standard,1,,55,,unmatched,unit,
Orks,Blitza-Bommer,standard,1,115,105,-10,decreased,unit,
Orks,Boomdakka Snazzwagon,standard,1,70,70,0,unchanged,unit,
Orks,Boss Snikrot,standard,1,75,75,0,unchanged,unit,
Orks,Boyz,standard,10,80,75,-5,decreased,unit,
Orks,Boyz,standard,20,170,150,-20,decreased,unit,
Orks,Breaka Boyz,1st-2nd,6,140,125,-15,decreased,unit,
Orks,Breaka Boyz,3rd+,6,150,135,-15,decreased,unit,
Orks,Burna Boyz,standard,5,60,60,0,unchanged,unit,
Orks,Burna Boyz,standard,10,120,120,0,unchanged,unit,
Orks,Burna-Bommer,standard,1,125,115,-10,decreased,unit,
Orks,Dakkajet,standard,1,135,125,-10,decreased,unit,
Orks,Deff Dread,1st-2nd,1,120,110,-10,decreased,unit,
Orks,Deff Dread,3rd+,1,130,120,-10,decreased,unit,
Orks,Deffkilla Wartrike,standard,1,80,70,-10,decreased,unit,
Orks,Deffkoptas,standard,3,80,75,-5,decreased,unit,
Orks,Deffkoptas,standard,6,160,140,-20,decreased,unit,
Orks,Flash Gitz,1st-2nd,5,80,75,-5,decreased,unit,
Orks,Flash Gitz,1st-2nd,10,160,150,-10,decreased,unit,
Orks,Flash Gitz,3rd+,5,90,85,-5,decreased,unit,
Orks,Flash Gitz,3rd+,10,170,160,-10,decreased,unit,
Orks,Gargantuan Squiggoth,1st-2nd,1,440,440,0,unchanged,unit,
Orks,Gargantuan Squiggoth,3rd+,1,490,490,0,unchanged,unit,
Orks,Ghazghkull Thraka,standard,2,235,235,0,unchanged,unit,
Orks,Gorkanaut,1st-2nd,1,265,255,-10,decreased,unit,
Orks,Gorkanaut,3rd+,1,285,275,-10,decreased,unit,
Orks,Gretchin,standard,11,40,45,5,increased,unit,
Orks,Gretchin,standard,22,80,80,0,unchanged,unit,
Orks,Hunta Rig,standard,1,135,125,-10,decreased,unit,
Orks,Kill Rig,standard,1,155,145,-10,decreased,unit,
Orks,Killa Kans,1st-2nd,3,125,120,-5,decreased,unit,
Orks,Killa Kans,1st-2nd,6,250,240,-10,decreased,unit,
Orks,Killa Kans,3rd+,3,135,130,-5,decreased,unit,
Orks,Killa Kans,3rd+,6,260,250,-10,decreased,unit,
Orks,Kommandos,standard,10,120,120,0,unchanged,unit,
Orks,Kustom Boosta-Blasta,standard,1,70,70,0,unchanged,unit,
Orks,Lootas,1st-2nd,5,50,50,0,unchanged,unit,
Orks,Lootas,1st-2nd,10,100,100,0,unchanged,unit,
Orks,Lootas,3rd+,5,60,60,0,unchanged,unit,
Orks,Lootas,3rd+,10,110,110,0,unchanged,unit,
Orks,Meganobz,1st-2nd,2,65,60,-5,decreased,unit,
Orks,Meganobz,1st-2nd,3,95,90,-5,decreased,unit,
Orks,Meganobz,1st-2nd,5,160,150,-10,decreased,unit,
Orks,Meganobz,1st-2nd,6,190,180,-10,decreased,unit,
Orks,Meganobz,3rd+,2,85,80,-5,decreased,unit,
Orks,Meganobz,3rd+,3,115,110,-5,decreased,unit,
Orks,Meganobz,3rd+,5,180,170,-10,decreased,unit,
Orks,Meganobz,3rd+,6,210,200,-10,decreased,unit,
Orks,Megatrakk Scrapjet,standard,1,75,75,0,unchanged,unit,
Orks,Mek,standard,1,45,45,0,unchanged,unit,
Orks,Mek Gunz,1st-2nd,1,,45,,unmatched,unit,
Orks,Mek Gunz,1st-2nd,2,,90,,unmatched,unit,
Orks,Mek Gunz,1st-2nd,3,,135,,unmatched,unit,
Orks,Mek Gunz,3rd+,1,,55,,unmatched,unit,
Orks,Mek Gunz,3rd+,2,,100,,unmatched,unit,
Orks,Mek Gunz,3rd+,3,,145,,unmatched,unit,
Orks,Morkanaut,1st-2nd,1,280,270,-10,decreased,unit,
Orks,Morkanaut,3rd+,1,300,290,-10,decreased,unit,
Orks,Mozrog Skragbad,standard,1,145,125,-20,decreased,unit,
Orks,Nobz,1st-2nd,5,105,105,0,unchanged,unit,
Orks,Nobz,1st-2nd,10,210,210,0,unchanged,unit,
Orks,Nobz,3rd+,5,115,115,0,unchanged,unit,
Orks,Nobz,3rd+,10,220,220,0,unchanged,unit,
Orks,Painboss,standard,1,70,60,-10,decreased,unit,
Orks,Painboy,standard,1,80,80,0,unchanged,unit,
Orks,Rukkatrukk Squigbuggy,standard,1,95,85,-10,decreased,unit,
Orks,Shokkjump Dragsta,standard,1,70,70,0,unchanged,unit,
Orks,Squighog Boyz,standard,4,150,140,-10,decreased,unit,
Orks,Squighog Boyz,standard,8,300,270,-30,decreased,unit,
Orks,Stompa,1st-2nd,1,800,600,-200,decreased,unit,
Orks,Stompa,3rd+,1,900,700,-200,decreased,unit,
Orks,Stormboyz,standard,5,65,65,0,unchanged,unit,
Orks,Stormboyz,standard,10,130,130,0,unchanged,unit,
Orks,Tankbustas,1st-2nd,6,140,125,-15,decreased,unit,
Orks,Tankbustas,3rd+,6,150,135,-15,decreased,unit,
Orks,Trukk,standard,1,70,65,-5,decreased,unit,
Orks,Warbikers,standard,3,65,60,-5,decreased,unit,
Orks,Warbikers,standard,6,130,120,-10,decreased,unit,
Orks,Warboss,standard,1,75,75,0,unchanged,unit,
Orks,Warboss In Mega Armour,standard,1,80,80,0,unchanged,unit,
Orks,Wartrakk,standard,1,,60,,unmatched,unit,
Orks,Wazbom Blastajet,standard,1,175,165,-10,decreased,unit,
Orks,Wazdakka Gutsmek,standard,1,175,175,0,unchanged,unit,
Orks,Weirdboy,standard,1,65,65,0,unchanged,unit,
Orks,Wurrboy,standard,1,60,60,0,unchanged,unit,
Orks,Zodgrod Wortsnagga,standard,1,90,80,-10,decreased,unit,
Space Marines,Adrax Agatone,standard,1,85,80,-5,decreased,unit,
Space Marines,Aethon Shaan,standard,1,110,100,-10,decreased,unit,
Space Marines,Aggressor Squad,1st-2nd,3,95,90,-5,decreased,unit,
Space Marines,Aggressor Squad,1st-2nd,6,190,180,-10,decreased,unit,
Space Marines,Aggressor Squad,3rd+,3,105,100,-5,decreased,unit,
Space Marines,Aggressor Squad,3rd+,6,200,190,-10,decreased,unit,
Space Marines,Ancient,standard,1,50,40,-10,decreased,unit,
Space Marines,Ancient In Terminator Armour,standard,1,,65,,unmatched,unit,
Space Marines,Apothecary,standard,1,50,40,-10,decreased,unit,
Space Marines,Apothecary Biologis,standard,1,70,70,0,unchanged,unit,
Space Marines,Assault Intercessor Squad,standard,5,75,75,0,unchanged,unit,
Space Marines,Assault Intercessor Squad,standard,10,150,150,0,unchanged,unit,
Space Marines,Assault Intercessors With Jump Packs,1st-2nd,5,90,85,-5,decreased,unit,
Space Marines,Assault Intercessors With Jump Packs,1st-2nd,10,170,160,-10,decreased,unit,
Space Marines,Assault Intercessors With Jump Packs,3rd+,5,100,95,-5,decreased,unit,
Space Marines,Assault Intercessors With Jump Packs,3rd+,10,180,170,-10,decreased,unit,
Space Marines,Astraeus,1st-2nd,1,525,525,0,unchanged,unit,
Space Marines,Astraeus,3rd+,1,575,575,0,unchanged,unit,
Space Marines,Ballistus Dreadnought,1st-2nd,1,150,150,0,unchanged,unit,
Space Marines,Ballistus Dreadnought,3rd+,1,160,160,0,unchanged,unit,
Space Marines,Bladeguard Ancient,standard,1,45,40,-5,decreased,unit,
Space Marines,Bladeguard Veteran Squad,1st-2nd,3,80,80,0,unchanged,unit,
Space Marines,Bladeguard Veteran Squad,1st-2nd,6,170,160,-10,decreased,unit,
Space Marines,Bladeguard Veteran Squad,3rd+,3,90,90,0,unchanged,unit,
Space Marines,Bladeguard Veteran Squad,3rd+,6,180,170,-10,decreased,unit,
Space Marines,Brutalis Dreadnought,1st-2nd,1,160,150,-10,decreased,unit,
Space Marines,Brutalis Dreadnought,3rd+,1,170,160,-10,decreased,unit,
Space Marines,Caanok Var,standard,1,100,90,-10,decreased,unit,
Space Marines,Captain,standard,1,80,80,0,unchanged,unit,
Space Marines,Captain In Gravis Armour,standard,1,80,80,0,unchanged,unit,
Space Marines,Captain In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Space Marines,Captain In Terminator Armour,standard,1,95,85,-10,decreased,unit,
Space Marines,Captain Titus,standard,1,90,90,0,unchanged,unit,
Space Marines,Captain With Jump Pack,standard,1,75,75,0,unchanged,unit,
Space Marines,Cato Sicarius,standard,1,95,95,0,unchanged,unit,
Space Marines,Centurion Assault Squad,standard,3,150,150,0,unchanged,unit,
Space Marines,Centurion Assault Squad,standard,6,300,300,0,unchanged,unit,
Space Marines,Centurion Devastator Squad,standard,3,175,175,0,unchanged,unit,
Space Marines,Centurion Devastator Squad,standard,6,350,350,0,unchanged,unit,
Space Marines,Chaplain,standard,1,60,60,0,unchanged,unit,
Space Marines,Chaplain In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Space Marines,Chaplain On Bike,standard,1,75,70,-5,decreased,unit,
Space Marines,Chaplain With Jump Pack,standard,1,75,75,0,unchanged,unit,
Space Marines,Chief Librarian Tigurius,standard,1,75,95,20,increased,unit,
Space Marines,Company Heroes,standard,4,105,105,0,unchanged,unit,
Space Marines,Darnath Lysander,standard,1,100,100,0,unchanged,unit,
Space Marines,Desolation Squad,1st-2nd,5,200,180,-20,decreased,unit,
Space Marines,Desolation Squad,3rd+,5,230,210,-20,decreased,unit,
Space Marines,Devastator Squad,standard,5,120,120,0,unchanged,unit,
Space Marines,Devastator Squad,standard,10,200,200,0,unchanged,unit,
Space Marines,Dreadnought,standard,1,135,135,0,unchanged,unit,
Space Marines,Drop Pod,standard,1,70,70,0,unchanged,unit,
Space Marines,Eliminator Squad,standard,3,85,75,-10,decreased,unit,
Space Marines,Eradicator Squad,1st-2nd,3,90,90,0,unchanged,unit,
Space Marines,Eradicator Squad,1st-2nd,6,180,180,0,unchanged,unit,
Space Marines,Eradicator Squad,3rd+,3,100,100,0,unchanged,unit,
Space Marines,Eradicator Squad,3rd+,6,190,190,0,unchanged,unit,
Space Marines,Eradicator Squad With Heavy Bolters,1st-2nd,3,,70,,unmatched,unit,
Space Marines,Eradicator Squad With Heavy Bolters,3rd+,3,,80,,unmatched,unit,
Space Marines,Firestrike Servo-Turrets,standard,1,,75,,unmatched,unit,
Space Marines,Firestrike Servo-Turrets,standard,2,,150,,unmatched,unit,
Space Marines,Gladiator Lancer,1st-2nd,1,160,160,0,unchanged,unit,
Space Marines,Gladiator Lancer,3rd+,1,170,170,0,unchanged,unit,
Space Marines,Gladiator Reaper,1st-2nd,1,160,160,0,unchanged,unit,
Space Marines,Gladiator Reaper,3rd+,1,170,170,0,unchanged,unit,
Space Marines,Gladiator Valiant,1st-2nd,1,150,150,0,unchanged,unit,
Space Marines,Gladiator Valiant,3rd+,1,160,160,0,unchanged,unit,
Space Marines,Hammerfall Bunker,standard,1,175,175,0,unchanged,unit,
Space Marines,Heavy Intercessor Squad,standard,5,100,100,0,unchanged,unit,
Space Marines,Heavy Intercessor Squad,standard,10,200,200,0,unchanged,unit,
Space Marines,Hellblaster Squad,standard,5,110,110,0,unchanged,unit,
Space Marines,Hellblaster Squad,standard,10,220,220,0,unchanged,unit,
Space Marines,Impulsor,standard,1,80,80,0,unchanged,unit,
Space Marines,Inceptor Squad,1st-2nd,3,120,120,0,unchanged,unit,
Space Marines,Inceptor Squad,1st-2nd,6,240,240,0,unchanged,unit,
Space Marines,Inceptor Squad,3rd+,3,135,135,0,unchanged,unit,
Space Marines,Inceptor Squad,3rd+,6,255,255,0,unchanged,unit,
Space Marines,Incursor Squad,1st-2nd,5,80,85,5,increased,unit,
Space Marines,Incursor Squad,1st-2nd,10,160,150,-10,decreased,unit,
Space Marines,Incursor Squad,3rd+,5,90,95,5,increased,unit,
Space Marines,Incursor Squad,3rd+,10,170,160,-10,decreased,unit,
Space Marines,Infernus Squad,standard,5,90,85,-5,decreased,unit,
Space Marines,Infernus Squad,standard,10,180,170,-10,decreased,unit,
Space Marines,Infiltrator Squad,1st-2nd,5,100,110,10,increased,unit,
Space Marines,Infiltrator Squad,1st-2nd,10,200,180,-20,decreased,unit,
Space Marines,Infiltrator Squad,3rd+,5,110,120,10,increased,unit,
Space Marines,Infiltrator Squad,3rd+,10,210,190,-20,decreased,unit,
Space Marines,Intercessor Squad,standard,5,80,80,0,unchanged,unit,
Space Marines,Intercessor Squad,standard,10,160,150,-10,decreased,unit,
Space Marines,Invader Atv,standard,1,60,60,0,unchanged,unit,
Space Marines,Invictor Tactical Warsuit,standard,1,125,125,0,unchanged,unit,
Space Marines,Iron Father Feirros,standard,1,95,85,-10,decreased,unit,
Space Marines,Judiciar,standard,1,70,55,-15,decreased,unit,
Space Marines,Kayvaan Shrike,standard,1,100,100,0,unchanged,unit,
Space Marines,Kor'Sarro Khan,standard,1,60,55,-5,decreased,unit,
Space Marines,Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Space Marines,Land Raider,3rd+,1,240,240,0,unchanged,unit,
Space Marines,Land Raider Crusader,1st-2nd,1,220,220,0,unchanged,unit,
Space Marines,Land Raider Crusader,3rd+,1,240,240,0,unchanged,unit,
Space Marines,Land Raider Redeemer,1st-2nd,1,270,250,-20,decreased,unit,
Space Marines,Land Raider Redeemer,3rd+,1,290,270,-20,decreased,unit,
Space Marines,Land Speeder,1st-2nd,1,,95,,unmatched,unit,
Space Marines,Land Speeder,3rd+,1,,105,,unmatched,unit,
Space Marines,Librarian,standard,1,65,60,-5,decreased,unit,
Space Marines,Librarian In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Space Marines,Librarian In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Space Marines,Lieutenant,standard,1,55,45,-10,decreased,unit,
Space Marines,Lieutenant In Phobos Armour,standard,1,55,45,-10,decreased,unit,
Space Marines,Lieutenant In Reiver Armour,standard,1,55,45,-10,decreased,unit,
Space Marines,Lieutenant With Combi-Weapon,standard,1,85,85,0,unchanged,unit,
Space Marines,Outrider Squad,standard,3,80,70,-10,decreased,unit,
Space Marines,Outrider Squad,standard,6,160,140,-20,decreased,unit,
Space Marines,Pedro Kantor,standard,1,90,80,-10,decreased,unit,
Space Marines,Predator Annihilator,1st-2nd,1,135,135,0,unchanged,unit,
Space Marines,Predator Annihilator,3rd+,1,145,145,0,unchanged,unit,
Space Marines,Predator Destructor,1st-2nd,1,140,140,0,unchanged,unit,
Space Marines,Predator Destructor,3rd+,1,150,150,0,unchanged,unit,
Space Marines,Razorback,standard,1,95,95,0,unchanged,unit,
Space Marines,Redemptor Dreadnought,1st-2nd,1,205,195,-10,decreased,unit,
Space Marines,Redemptor Dreadnought,3rd+,1,220,210,-10,decreased,unit,
Space Marines,Redemptor Dreadnought with Macro plasma incinerator,,,,10,,,wargear,per Macro plasma incinerator
Space Marines,Reiver Squad,standard,5,80,75,-5,decreased,unit,
Space Marines,Reiver Squad,standard,10,160,150,-10,decreased,unit,
Space Marines,Repulsor,1st-2nd,1,180,170,-10,decreased,unit,
Space Marines,Repulsor,3rd+,1,200,190,-10,decreased,unit,
Space Marines,Repulsor Executioner,1st-2nd,1,230,240,10,increased,unit,
Space Marines,Repulsor Executioner,3rd+,1,250,260,10,increased,unit,
Space Marines,Rhino,standard,1,75,75,0,unchanged,unit,
Space Marines,Roboute Guilliman,standard,1,340,340,0,unchanged,unit,
Space Marines,Scout Squad,1st-2nd,5,70,65,-5,decreased,unit,
Space Marines,Scout Squad,1st-2nd,10,140,120,-20,decreased,unit,
Space Marines,Scout Squad,3rd+,5,80,75,-5,decreased,unit,
Space Marines,Scout Squad,3rd+,10,150,130,-20,decreased,unit,
Space Marines,Sternguard Veteran Squad,standard,5,100,100,0,unchanged,unit,
Space Marines,Sternguard Veteran Squad,standard,10,200,190,-10,decreased,unit,
Space Marines,Storm Speeder Hailstrike,1st-2nd,1,115,105,-10,decreased,unit,
Space Marines,Storm Speeder Hailstrike,3rd+,1,125,115,-10,decreased,unit,
Space Marines,Storm Speeder Hammerstrike,1st-2nd,1,125,130,5,increased,unit,
Space Marines,Storm Speeder Hammerstrike,3rd+,1,135,140,5,increased,unit,
Space Marines,Storm Speeder Thunderstrike,1st-2nd,1,135,135,0,unchanged,unit,
Space Marines,Storm Speeder Thunderstrike,3rd+,1,145,145,0,unchanged,unit,
Space Marines,Stormhawk Interceptor,standard,1,155,155,0,unchanged,unit,
Space Marines,Stormraven Gunship,1st-2nd,1,280,280,0,unchanged,unit,
Space Marines,Stormraven Gunship,3rd+,1,300,300,0,unchanged,unit,
Space Marines,Stormtalon Gunship,standard,1,165,165,0,unchanged,unit,
Space Marines,Suboden Khan,standard,1,115,100,-15,decreased,unit,
Space Marines,Suboden Khan,standard,1,115,140,25,increased,unit,
Space Marines,Suppressor Squad,standard,3,75,75,0,unchanged,unit,
Space Marines,Tactical Squad,standard,10,140,140,0,unchanged,unit,
Space Marines,Techmarine,standard,1,55,55,0,unchanged,unit,
Space Marines,Terminator Assault Squad,standard,5,180,155,-25,decreased,unit,
Space Marines,Terminator Assault Squad,standard,10,360,310,-50,decreased,unit,
Space Marines,Terminator Assault Squad with Thunder Hammer,,,,5,,,wargear,per Thunder Hammer
Space Marines,Terminator Squad,standard,5,170,160,-10,decreased,unit,
Space Marines,Terminator Squad,standard,10,340,320,-20,decreased,unit,
Space Marines,Thunderhawk Gunship,standard,1,840,840,0,unchanged,unit,
Space Marines,Tor Garadon,standard,1,90,80,-10,decreased,unit,
Space Marines,Uriel Ventris,standard,1,95,95,0,unchanged,unit,
Space Marines,Vanguard Veteran Squad With Jump Packs,1st-2nd,5,100,100,0,unchanged,unit,
Space Marines,Vanguard Veteran Squad With Jump Packs,1st-2nd,10,200,200,0,unchanged,unit,
Space Marines,Vanguard Veteran Squad With Jump Packs,3rd+,5,110,110,0,unchanged,unit,
Space Marines,Vanguard Veteran Squad With Jump Packs,3rd+,10,210,210,0,unchanged,unit,
Space Marines,Victrix Honour Guard,1st-2nd,3,110,110,0,unchanged,unit,
Space Marines,Victrix Honour Guard,1st-2nd,6,220,220,0,unchanged,unit,
Space Marines,Victrix Honour Guard,3rd+,3,130,130,0,unchanged,unit,
Space Marines,Victrix Honour Guard,3rd+,6,240,240,0,unchanged,unit,
Space Marines,Victrix Honour Guard with Banner of Macragge,,,,10,,,wargear,per Banner of Macragge
Space Marines,Victrix Honour Guard with Blades of honour,,,,10,,,wargear,per Blades of honour
Space Marines,Vindicator,1st-2nd,1,185,185,0,unchanged,unit,
Space Marines,Vindicator,3rd+,1,200,200,0,unchanged,unit,
Space Marines,Vulkan He'Stan,standard,1,100,85,-15,decreased,unit,
Space Marines,Wardens Of Ultramar,standard,6,105,110,5,increased,unit,
Space Marines,Whirlwind,1st-2nd,1,190,175,-15,decreased,unit,
Space Marines,Whirlwind,3rd+,1,210,195,-15,decreased,unit,
Space Wolves,Aggressor Squad,1st-2nd,3,95,90,-5,decreased,unit,
Space Wolves,Aggressor Squad,1st-2nd,6,190,180,-10,decreased,unit,
Space Wolves,Aggressor Squad,3rd+,3,105,100,-5,decreased,unit,
Space Wolves,Aggressor Squad,3rd+,6,200,190,-10,decreased,unit,
Space Wolves,Ancient,standard,1,50,40,-10,decreased,unit,
Space Wolves,Ancient In Terminator Armour,standard,1,,65,,unmatched,unit,
Space Wolves,Arjac Rockfist,standard,1,105,105,0,unchanged,unit,
Space Wolves,Assault Intercessor Squad,standard,5,75,75,0,unchanged,unit,
Space Wolves,Assault Intercessor Squad,standard,10,150,150,0,unchanged,unit,
Space Wolves,Assault Intercessors With Jump Packs,1st-2nd,5,90,85,-5,decreased,unit,
Space Wolves,Assault Intercessors With Jump Packs,1st-2nd,10,170,160,-10,decreased,unit,
Space Wolves,Assault Intercessors With Jump Packs,3rd+,5,100,95,-5,decreased,unit,
Space Wolves,Assault Intercessors With Jump Packs,3rd+,10,180,170,-10,decreased,unit,
Space Wolves,Astraeus,1st-2nd,1,525,525,0,unchanged,unit,
Space Wolves,Astraeus,3rd+,1,575,575,0,unchanged,unit,
Space Wolves,Ballistus Dreadnought,1st-2nd,1,150,150,0,unchanged,unit,
Space Wolves,Ballistus Dreadnought,3rd+,1,160,160,0,unchanged,unit,
Space Wolves,Bjorn The Fell-Handed,standard,1,160,160,0,unchanged,unit,
Space Wolves,Bladeguard Ancient,standard,1,45,40,-5,decreased,unit,
Space Wolves,Bladeguard Veteran Squad,1st-2nd,3,80,80,0,unchanged,unit,
Space Wolves,Bladeguard Veteran Squad,1st-2nd,6,170,160,-10,decreased,unit,
Space Wolves,Bladeguard Veteran Squad,3rd+,3,90,90,0,unchanged,unit,
Space Wolves,Bladeguard Veteran Squad,3rd+,6,180,170,-10,decreased,unit,
Space Wolves,Blood Claws,standard,10,135,135,0,unchanged,unit,
Space Wolves,Blood Claws,standard,20,285,270,-15,decreased,unit,
Space Wolves,Brutalis Dreadnought,1st-2nd,1,160,150,-10,decreased,unit,
Space Wolves,Brutalis Dreadnought,3rd+,1,170,160,-10,decreased,unit,
Space Wolves,Captain,standard,1,80,80,0,unchanged,unit,
Space Wolves,Captain In Gravis Armour,standard,1,80,80,0,unchanged,unit,
Space Wolves,Captain In Phobos Armour,standard,1,70,70,0,unchanged,unit,
Space Wolves,Captain In Terminator Armour,standard,1,95,85,-10,decreased,unit,
Space Wolves,Captain With Jump Pack,standard,1,75,75,0,unchanged,unit,
Space Wolves,Centurion Assault Squad,standard,3,150,150,0,unchanged,unit,
Space Wolves,Centurion Assault Squad,standard,6,300,300,0,unchanged,unit,
Space Wolves,Centurion Devastator Squad,standard,3,175,175,0,unchanged,unit,
Space Wolves,Centurion Devastator Squad,standard,6,350,350,0,unchanged,unit,
Space Wolves,Chaplain,standard,1,60,60,0,unchanged,unit,
Space Wolves,Chaplain In Terminator Armour,standard,1,75,75,0,unchanged,unit,
Space Wolves,Chaplain On Bike,standard,1,75,70,-5,decreased,unit,
Space Wolves,Chaplain With Jump Pack,standard,1,75,75,0,unchanged,unit,
Space Wolves,Company Heroes,standard,4,105,105,0,unchanged,unit,
Space Wolves,Desolation Squad,1st-2nd,5,200,180,-20,decreased,unit,
Space Wolves,Desolation Squad,3rd+,5,230,210,-20,decreased,unit,
Space Wolves,Dreadnought,standard,1,135,135,0,unchanged,unit,
Space Wolves,Drop Pod,standard,1,70,70,0,unchanged,unit,
Space Wolves,Eliminator Squad,standard,3,85,75,-10,decreased,unit,
Space Wolves,Eradicator Squad,1st-2nd,3,90,90,0,unchanged,unit,
Space Wolves,Eradicator Squad,1st-2nd,6,180,180,0,unchanged,unit,
Space Wolves,Eradicator Squad,3rd+,3,100,100,0,unchanged,unit,
Space Wolves,Eradicator Squad,3rd+,6,190,190,0,unchanged,unit,
Space Wolves,Eradicator Squad With Heavy Bolters,1st-2nd,3,,70,,unmatched,unit,
Space Wolves,Eradicator Squad With Heavy Bolters,3rd+,3,,80,,unmatched,unit,
Space Wolves,Fenrisian Wolves,1st-2nd,5,40,45,5,increased,unit,
Space Wolves,Fenrisian Wolves,1st-2nd,10,80,75,-5,decreased,unit,
Space Wolves,Fenrisian Wolves,3rd+,5,45,50,5,increased,unit,
Space Wolves,Fenrisian Wolves,3rd+,10,85,80,-5,decreased,unit,
Space Wolves,Firestrike Servo-Turrets,standard,1,,75,,unmatched,unit,
Space Wolves,Firestrike Servo-Turrets,standard,2,,150,,unmatched,unit,
Space Wolves,Gladiator Lancer,1st-2nd,1,160,160,0,unchanged,unit,
Space Wolves,Gladiator Lancer,3rd+,1,170,170,0,unchanged,unit,
Space Wolves,Gladiator Reaper,1st-2nd,1,160,160,0,unchanged,unit,
Space Wolves,Gladiator Reaper,3rd+,1,170,170,0,unchanged,unit,
Space Wolves,Gladiator Valiant,1st-2nd,1,150,150,0,unchanged,unit,
Space Wolves,Gladiator Valiant,3rd+,1,160,160,0,unchanged,unit,
Space Wolves,Grey Hunters,standard,10,165,165,0,unchanged,unit,
Space Wolves,Hammerfall Bunker,standard,1,175,175,0,unchanged,unit,
Space Wolves,Heavy Intercessor Squad,standard,5,100,100,0,unchanged,unit,
Space Wolves,Heavy Intercessor Squad,standard,10,200,200,0,unchanged,unit,
Space Wolves,Hellblaster Squad,standard,5,110,110,0,unchanged,unit,
Space Wolves,Hellblaster Squad,standard,10,220,220,0,unchanged,unit,
Space Wolves,Impulsor,standard,1,80,80,0,unchanged,unit,
Space Wolves,Inceptor Squad,1st-2nd,3,120,120,0,unchanged,unit,
Space Wolves,Inceptor Squad,1st-2nd,6,240,240,0,unchanged,unit,
Space Wolves,Inceptor Squad,3rd+,3,135,135,0,unchanged,unit,
Space Wolves,Inceptor Squad,3rd+,6,255,255,0,unchanged,unit,
Space Wolves,Incursor Squad,1st-2nd,5,80,85,5,increased,unit,
Space Wolves,Incursor Squad,1st-2nd,10,160,150,-10,decreased,unit,
Space Wolves,Incursor Squad,3rd+,5,90,95,5,increased,unit,
Space Wolves,Incursor Squad,3rd+,10,170,160,-10,decreased,unit,
Space Wolves,Infernus Squad,standard,5,90,85,-5,decreased,unit,
Space Wolves,Infernus Squad,standard,10,180,170,-10,decreased,unit,
Space Wolves,Infiltrator Squad,1st-2nd,5,100,110,10,increased,unit,
Space Wolves,Infiltrator Squad,1st-2nd,10,200,180,-20,decreased,unit,
Space Wolves,Infiltrator Squad,3rd+,5,110,120,10,increased,unit,
Space Wolves,Infiltrator Squad,3rd+,10,210,190,-20,decreased,unit,
Space Wolves,Intercessor Squad,standard,5,80,80,0,unchanged,unit,
Space Wolves,Intercessor Squad,standard,10,160,150,-10,decreased,unit,
Space Wolves,Invader Atv,standard,1,60,60,0,unchanged,unit,
Space Wolves,Invictor Tactical Warsuit,standard,1,125,125,0,unchanged,unit,
Space Wolves,Iron Priest,standard,1,55,55,0,unchanged,unit,
Space Wolves,Judiciar,standard,1,70,55,-15,decreased,unit,
Space Wolves,Land Raider,1st-2nd,1,220,220,0,unchanged,unit,
Space Wolves,Land Raider,3rd+,1,240,240,0,unchanged,unit,
Space Wolves,Land Raider Crusader,1st-2nd,1,220,220,0,unchanged,unit,
Space Wolves,Land Raider Crusader,3rd+,1,240,240,0,unchanged,unit,
Space Wolves,Land Raider Redeemer,1st-2nd,1,270,250,-20,decreased,unit,
Space Wolves,Land Raider Redeemer,3rd+,1,290,270,-20,decreased,unit,
